"id","high_risk","outcome"
1498,FALSE,2
1499,FALSE,2
1500,FALSE,0
1501,FALSE,3
1502,FALSE,2
1503,FALSE,1
1504,TRUE,4
1505,FALSE,0
1506,FALSE,0
1507,TRUE,4
1508,FALSE,2
1509,TRUE,4
1510,FALSE,3
1511,FALSE,1
1512,TRUE,4
1513,FALSE,3
1514,TRUE,4
1515,FALSE,0
1516,FALSE,2
1517,FALSE,3
1518,TRUE,4
1519,FALSE,3
1520,FALSE,2
1521,FALSE,0
1522,FALSE,1
1523,FALSE,1
1524,TRUE,4
1525,FALSE,2
1526,FALSE,3
1527,FALSE,0
1528,TRUE,4
1529,FALSE,1
1530,FALSE,0
1531,FALSE,0
1532,TRUE,4
1533,TRUE,4
1534,FALSE,1
1535,TRUE,4
1536,FALSE,1
1537,FALSE,0
1538,TRUE,4
1539,FALSE,1
1540,FALSE,1
1541,FALSE,1
1542,FALSE,1
1543,TRUE,4
1544,FALSE,1
1545,FALSE,0
1546,FALSE,1
1547,FALSE,0
1548,FALSE,0
1549,TRUE,4
1550,TRUE,4
1551,FALSE,1
1552,FALSE,1
1553,FALSE,0
1554,FALSE,3
1555,FALSE,0
1556,FALSE,0
1557,FALSE,3
1558,TRUE,4
1559,FALSE,4
1560,FALSE,0
1561,FALSE,1
1562,FALSE,0
1563,FALSE,3
1564,FALSE,1
1565,FALSE,1
1566,FALSE,2
1567,FALSE,3
1568,FALSE,1
1569,FALSE,1
1570,FALSE,1
1571,FALSE,2
1572,TRUE,4
1573,FALSE,3
1574,TRUE,4
1575,FALSE,1
1576,FALSE,0
1577,FALSE,0
1578,FALSE,2
1579,TRUE,3
1580,FALSE,1
1581,FALSE,2
1582,FALSE,0
1583,FALSE,1
1584,FALSE,1
1585,FALSE,1
1586,FALSE,1
1587,FALSE,1
1588,FALSE,1
1589,FALSE,3
1590,FALSE,3
1591,FALSE,0
1592,FALSE,0
1593,FALSE,1
1594,FALSE,1
1595,FALSE,2
1596,FALSE,1
1597,FALSE,2
1598,FALSE,0
1599,FALSE,1
1600,FALSE,2
1601,FALSE,1
1602,FALSE,1
1603,FALSE,3
1604,TRUE,4
1605,TRUE,4
1606,FALSE,1
1607,TRUE,4
1608,TRUE,4
1609,FALSE,1
1610,FALSE,0
1611,TRUE,4
1612,FALSE,1
1613,FALSE,1
1614,TRUE,4
1615,FALSE,1
1616,TRUE,4
1617,TRUE,4
1618,FALSE,1
1619,FALSE,3
1620,FALSE,2
1621,TRUE,4
1622,FALSE,1
1623,FALSE,1
1624,FALSE,2
1625,FALSE,0
1626,FALSE,0
1627,FALSE,1
1628,FALSE,0
1629,FALSE,2
1630,FALSE,2
1631,FALSE,1
1632,FALSE,1
1633,TRUE,4
1634,TRUE,4
1635,FALSE,1
1636,FALSE,1
1637,FALSE,2
1638,FALSE,0
1639,FALSE,1
1640,TRUE,4
1641,FALSE,0
1642,FALSE,1
1643,FALSE,2
1644,FALSE,0
1645,FALSE,1
1646,FALSE,2
1647,TRUE,4
1648,FALSE,1
1649,FALSE,1
1650,FALSE,3
1651,FALSE,1
1652,TRUE,4
1653,FALSE,0
1654,TRUE,4
1655,TRUE,4
1656,FALSE,0
1657,FALSE,2
1658,FALSE,0
1659,TRUE,4
1660,TRUE,4
1661,TRUE,4
1662,FALSE,1
1663,TRUE,4
1664,FALSE,1
1665,FALSE,1
1666,FALSE,1
1667,FALSE,3
1668,FALSE,0
1669,FALSE,1
1670,FALSE,1
1671,FALSE,1
1672,TRUE,4
1673,FALSE,1
1674,TRUE,4
1675,FALSE,3
1676,TRUE,4
1677,FALSE,1
1678,FALSE,0
1679,FALSE,1
1680,FALSE,1
1681,FALSE,2
1682,FALSE,1
1683,FALSE,2
1684,FALSE,0
1685,TRUE,4
1686,FALSE,2
1687,FALSE,3
1688,TRUE,4
1689,FALSE,1
1690,FALSE,1
1691,FALSE,0
1692,FALSE,1
1693,TRUE,4
1694,FALSE,2
1695,FALSE,1
1696,TRUE,4
1697,TRUE,4
1698,FALSE,2
1699,TRUE,4
1700,FALSE,0
1701,TRUE,4
1702,TRUE,4
1703,FALSE,0
1704,TRUE,3
1705,FALSE,2
1706,TRUE,4
1707,FALSE,1
1708,FALSE,2
1709,FALSE,2
1710,FALSE,2
1711,FALSE,0
1712,FALSE,1
1713,FALSE,1
1714,FALSE,0
1715,TRUE,4
1716,FALSE,1
1717,FALSE,0
1718,TRUE,4
1719,FALSE,0
1720,FALSE,2
1721,FALSE,1
1722,FALSE,3
1723,FALSE,0
1724,TRUE,4
1725,FALSE,1
1726,FALSE,1
1727,FALSE,1
1728,TRUE,4
1729,FALSE,2
1730,FALSE,1
1731,FALSE,0
1732,FALSE,1
1733,TRUE,4
1734,FALSE,3
1735,FALSE,2
1736,FALSE,1
1737,TRUE,4
1738,FALSE,3
1739,TRUE,4
1740,TRUE,4
1741,FALSE,1
1742,FALSE,1
1743,TRUE,4
1744,FALSE,2
1745,FALSE,2
1746,FALSE,1
1747,FALSE,1
1748,TRUE,4
1749,FALSE,2
1750,FALSE,1
1751,FALSE,1
1752,FALSE,2
1753,FALSE,1
1754,FALSE,2
1755,FALSE,2
1756,FALSE,1
1757,FALSE,2
1758,TRUE,4
1759,FALSE,3
1760,TRUE,4
1761,FALSE,0
1762,TRUE,4
1763,FALSE,0
1764,FALSE,2
1765,FALSE,1
1766,FALSE,1
1767,FALSE,2
1768,TRUE,4
1769,FALSE,2
1770,FALSE,2
1771,FALSE,0
1772,TRUE,4
1773,FALSE,1
1774,FALSE,1
1775,FALSE,1
1776,TRUE,4
1777,FALSE,1
1778,TRUE,4
1779,FALSE,2
1780,TRUE,4
1781,FALSE,0
1782,FALSE,2
1783,FALSE,0
1784,FALSE,1
1785,FALSE,1
1786,FALSE,1
1787,FALSE,2
1788,FALSE,1
1789,FALSE,1
1790,FALSE,2
1791,TRUE,4
1792,FALSE,1
1793,TRUE,4
1794,FALSE,1
1795,FALSE,3
1796,FALSE,2
1797,FALSE,2
1798,FALSE,2
1799,FALSE,1
1800,FALSE,1
1801,FALSE,1
1802,FALSE,0
1803,TRUE,4
1804,FALSE,0
1805,TRUE,4
1806,FALSE,2
1807,TRUE,4
1808,TRUE,4
1809,TRUE,4
1810,TRUE,4
1811,FALSE,2
1812,TRUE,4
1813,FALSE,1
1814,FALSE,1
1815,TRUE,4
1816,FALSE,2
1817,FALSE,1
1818,FALSE,0
1819,FALSE,1
1820,FALSE,3
1821,FALSE,2
1822,FALSE,2
1823,FALSE,2
1824,FALSE,2
1825,FALSE,1
1826,TRUE,4
1827,FALSE,3
1828,TRUE,4
1829,FALSE,2
1830,FALSE,0
1831,FALSE,0
1832,FALSE,0
1833,FALSE,1
1834,FALSE,2
1835,FALSE,1
1836,FALSE,2
1837,TRUE,4
1838,TRUE,4
1839,TRUE,4
1840,FALSE,2
1841,FALSE,0
1842,FALSE,1
1843,FALSE,1
1844,FALSE,1
1845,FALSE,2
1846,FALSE,2
1847,FALSE,1
1848,TRUE,4
1849,FALSE,2
1850,FALSE,3
1851,TRUE,4
1852,FALSE,1
1853,FALSE,0
1854,FALSE,3
1855,FALSE,1
1856,FALSE,1
1857,FALSE,2
1858,FALSE,1
1859,FALSE,1
1860,FALSE,2
1861,FALSE,4
1862,FALSE,1
1863,FALSE,3
1864,TRUE,4
1865,FALSE,2
1866,FALSE,0
1867,TRUE,4
1868,FALSE,1
1869,TRUE,4
1870,FALSE,3
1871,FALSE,0
1872,FALSE,2
1873,FALSE,1
1874,TRUE,4
1875,FALSE,1
1876,FALSE,1
1877,TRUE,4
1878,FALSE,2
1879,FALSE,1
1880,FALSE,0
1881,FALSE,1
1882,FALSE,1
1883,TRUE,4
1884,FALSE,0
1885,FALSE,1
1886,FALSE,0
1887,FALSE,0
1888,FALSE,1
1889,FALSE,0
1890,TRUE,4
1891,FALSE,1
1892,FALSE,1
1893,FALSE,1
1894,FALSE,1
1895,FALSE,1
1896,TRUE,4
1897,FALSE,0
1898,FALSE,0
1899,FALSE,1
1900,FALSE,3
1901,FALSE,0
1902,FALSE,3
1903,FALSE,1
1904,FALSE,2
1905,FALSE,1
1906,FALSE,1
1907,FALSE,1
1908,FALSE,0
1909,FALSE,1
1910,FALSE,2
1911,FALSE,4
1912,FALSE,1
1913,FALSE,2
1914,TRUE,4
1915,FALSE,0
1916,FALSE,1
1917,FALSE,1
1918,FALSE,1
1919,FALSE,2
1920,FALSE,1
1921,FALSE,3
1922,FALSE,2
1923,FALSE,1
1924,FALSE,1
1925,FALSE,1
1926,TRUE,4
1927,FALSE,2
1928,FALSE,1
1929,FALSE,0
1930,TRUE,4
1931,FALSE,1
1932,TRUE,4
1933,FALSE,0
1934,FALSE,1
1935,TRUE,4
1936,FALSE,1
1937,FALSE,3
1938,FALSE,2
1939,FALSE,2
1940,FALSE,1
1941,TRUE,4
1942,FALSE,1
1943,FALSE,1
1944,FALSE,2
1945,FALSE,2
1946,FALSE,1
1947,FALSE,1
1948,FALSE,2
1949,FALSE,3
1950,FALSE,1
1951,FALSE,0
1952,TRUE,4
1953,FALSE,1
1954,FALSE,2
1955,FALSE,2
1956,TRUE,4
1957,FALSE,1
1958,TRUE,4
1959,TRUE,4
1960,FALSE,1
1961,TRUE,4
1962,TRUE,4
1963,TRUE,4
1964,FALSE,0
1965,FALSE,3
1966,TRUE,4
1967,FALSE,0
1968,FALSE,2
1969,FALSE,0
1970,TRUE,4
1971,FALSE,2
1972,FALSE,2
1973,FALSE,0
1974,FALSE,1
1975,FALSE,2
1976,FALSE,2
1977,FALSE,0
1978,FALSE,0
1979,FALSE,0
1980,TRUE,4
1981,FALSE,2
1982,FALSE,2
1983,FALSE,1
1984,FALSE,1
1985,FALSE,1
1986,FALSE,1
1987,FALSE,0
1988,FALSE,0
1989,FALSE,0
1990,FALSE,2
1991,FALSE,0
1992,FALSE,1
1993,FALSE,1
1994,FALSE,0
1995,FALSE,1
1996,TRUE,4
1997,FALSE,1
1998,FALSE,2
1999,TRUE,4
2000,FALSE,2
2001,FALSE,3
2002,FALSE,1
2003,FALSE,2
2004,FALSE,0
2005,FALSE,1
2006,FALSE,1
2007,TRUE,4
2008,FALSE,2
2009,FALSE,1
2010,FALSE,1
2011,FALSE,2
2012,FALSE,1
2013,FALSE,1
2014,TRUE,4
2015,FALSE,2
2016,FALSE,1
2017,FALSE,1
2018,FALSE,1
2019,FALSE,1
2020,FALSE,1
2021,FALSE,3
2022,FALSE,2
2023,FALSE,2
2024,FALSE,1
2025,FALSE,1
2026,TRUE,4
2027,FALSE,1
2028,FALSE,2
2029,FALSE,1
2030,FALSE,3
2031,FALSE,1
2032,FALSE,2
2033,FALSE,3
2034,FALSE,2
2035,FALSE,1
2036,TRUE,4
2037,FALSE,1
2038,FALSE,0
2039,FALSE,3
2040,FALSE,2
2041,FALSE,1
2042,FALSE,1
2043,FALSE,0
2044,FALSE,4
2045,FALSE,1
2046,FALSE,0
2047,TRUE,4
2048,FALSE,0
2049,FALSE,2
2050,FALSE,1
2051,TRUE,4
2052,FALSE,1
2053,FALSE,1
2054,FALSE,2
2055,FALSE,1
2056,TRUE,4
2057,FALSE,2
2058,FALSE,3
2059,TRUE,4
2060,TRUE,4
2061,FALSE,2
2062,FALSE,1
2063,TRUE,4
2064,FALSE,1
2065,TRUE,4
2066,TRUE,4
2067,FALSE,1
2068,FALSE,0
2069,TRUE,4
2070,FALSE,2
2071,FALSE,0
2072,FALSE,1
2073,FALSE,3
2074,FALSE,2
2075,FALSE,0
2076,FALSE,1
2077,FALSE,0
2078,FALSE,1
2079,FALSE,1
2080,FALSE,0
2081,TRUE,4
2082,TRUE,4
2083,TRUE,4
2084,FALSE,1
2085,FALSE,2
2086,FALSE,1
2087,TRUE,4
2088,FALSE,2
2089,FALSE,2
2090,FALSE,1
2091,FALSE,2
2092,TRUE,4
2093,FALSE,1
2094,FALSE,2
2095,FALSE,0
2096,TRUE,4
2097,FALSE,1
2098,FALSE,1
2099,TRUE,4
2100,TRUE,4
2101,FALSE,1
2102,FALSE,1
2103,TRUE,4
2104,FALSE,1
2105,FALSE,0
2106,FALSE,3
2107,FALSE,0
2108,FALSE,0
2109,FALSE,2
2110,FALSE,2
2111,FALSE,1
2112,FALSE,1
2113,TRUE,4
2114,FALSE,3
2115,FALSE,0
2116,TRUE,4
2117,FALSE,0
2118,FALSE,2
2119,FALSE,3
2120,FALSE,1
2121,FALSE,1
2122,FALSE,0
2123,TRUE,4
2124,FALSE,4
2125,TRUE,3
2126,FALSE,0
2127,FALSE,0
2128,FALSE,0
2129,FALSE,1
2130,FALSE,3
2131,FALSE,2
2132,FALSE,2
2133,FALSE,1
2134,FALSE,0
2135,TRUE,4
2136,FALSE,0
2137,FALSE,0
2138,FALSE,1
2139,FALSE,0
2140,FALSE,1
2141,FALSE,0
2142,FALSE,1
2143,FALSE,2
2144,FALSE,4
2145,FALSE,2
2146,FALSE,1
2147,TRUE,4
2148,TRUE,4
2149,FALSE,1
2150,FALSE,2
2151,FALSE,0
2152,FALSE,0
2153,FALSE,2
2154,FALSE,2
2155,FALSE,1
2156,FALSE,2
2157,TRUE,4
2158,FALSE,2
2159,FALSE,2
2160,FALSE,1
2161,FALSE,1
2162,FALSE,0
2163,TRUE,4
2164,FALSE,2
2165,FALSE,1
2166,TRUE,4
2167,FALSE,3
2168,FALSE,1
2169,FALSE,1
2170,FALSE,1
2171,FALSE,0
2172,FALSE,1
2173,FALSE,0
2174,TRUE,4
2175,FALSE,1
2176,FALSE,0
2177,FALSE,0
2178,TRUE,4
2179,FALSE,0
2180,FALSE,1
2181,FALSE,1
2182,FALSE,1
2183,FALSE,2
2184,TRUE,4
2185,FALSE,3
2186,TRUE,4
2187,FALSE,3
2188,FALSE,0
2189,FALSE,2
2190,FALSE,1
2191,FALSE,2
2192,FALSE,1
2193,TRUE,4
2194,FALSE,2
2195,FALSE,0
2196,FALSE,1
2197,FALSE,0
2198,FALSE,2
2199,FALSE,2
2200,FALSE,1
2201,FALSE,1
2202,FALSE,2
2203,TRUE,4
2204,FALSE,1
2205,FALSE,1
2206,FALSE,0
2207,TRUE,4
2208,FALSE,2
2209,FALSE,1
2210,TRUE,4
2211,FALSE,2
2212,FALSE,3
2213,FALSE,2
2214,TRUE,4
2215,TRUE,4
2216,FALSE,1
2217,FALSE,1
2218,FALSE,1
2219,TRUE,4
2220,TRUE,4
2221,FALSE,2
2222,FALSE,0
2223,TRUE,4
2224,FALSE,1
2225,FALSE,1
2226,FALSE,1
2227,FALSE,1
2228,FALSE,1
2229,FALSE,2
2230,FALSE,2
2231,FALSE,2
2232,FALSE,2
2233,TRUE,4
2234,FALSE,1
2235,FALSE,3
2236,FALSE,3
2237,FALSE,0
2238,FALSE,2
2239,TRUE,4
2240,TRUE,4
2241,FALSE,2
2242,TRUE,4
2243,FALSE,0
2244,FALSE,1
2245,FALSE,2
2246,FALSE,1
2247,TRUE,4
2248,TRUE,4
2249,FALSE,3
2250,FALSE,2
2251,FALSE,2
2252,TRUE,4
2253,FALSE,0
2254,FALSE,1
2255,FALSE,1
2256,TRUE,4
2257,TRUE,4
2258,TRUE,4
2259,FALSE,0
2260,FALSE,2
2261,FALSE,0
2262,FALSE,1
2263,FALSE,2
2264,FALSE,4
2265,FALSE,1
2266,FALSE,2
2267,TRUE,4
2268,FALSE,0
2269,FALSE,1
2270,FALSE,3
2271,FALSE,3
2272,TRUE,4
2273,FALSE,0
2274,TRUE,4
2275,FALSE,1
2276,FALSE,3
2277,FALSE,1
2278,FALSE,1
2279,FALSE,0
2280,FALSE,1
2281,TRUE,4
2282,FALSE,1
2283,FALSE,2
2284,FALSE,0
2285,FALSE,4
2286,FALSE,1
2287,TRUE,4
2288,TRUE,4
2289,FALSE,1
2290,TRUE,4
2291,TRUE,4
2292,FALSE,1
2293,TRUE,4
2294,FALSE,1
2295,FALSE,0
2296,FALSE,1
2297,FALSE,1
2298,FALSE,1
2299,FALSE,1
2300,FALSE,1
2301,FALSE,2
2302,FALSE,2
2303,FALSE,1
2304,FALSE,2
2305,FALSE,1
2306,TRUE,4
2307,FALSE,2
2308,FALSE,1
2309,FALSE,2
2310,FALSE,0
2311,FALSE,0
2312,FALSE,1
2313,FALSE,1
2314,TRUE,4
2315,FALSE,0
2316,FALSE,2
2317,FALSE,3
2318,FALSE,1
2319,FALSE,1
2320,FALSE,3
2321,TRUE,4
2322,FALSE,0
2323,FALSE,2
2324,TRUE,4
2325,TRUE,4
2326,FALSE,3
2327,FALSE,2
2328,FALSE,1
2329,TRUE,4
2330,FALSE,1
2331,FALSE,1
2332,FALSE,1
2333,FALSE,0
2334,TRUE,4
2335,FALSE,2
2336,FALSE,0
2337,TRUE,4
2338,FALSE,1
2339,TRUE,4
2340,TRUE,4
2341,FALSE,2
2342,FALSE,0
2343,TRUE,4
2344,FALSE,1
2345,TRUE,4
2346,FALSE,1
2347,FALSE,1
2348,FALSE,1
2349,FALSE,0
2350,FALSE,2
2351,FALSE,2
2352,FALSE,0
2353,FALSE,2
2354,TRUE,4
2355,FALSE,3
2356,FALSE,1
2357,FALSE,3
2358,TRUE,4
2359,TRUE,4
2360,FALSE,2
2361,TRUE,4
2362,FALSE,3
2363,FALSE,1
2364,FALSE,0
2365,FALSE,2
2366,TRUE,4
2367,FALSE,2
2368,FALSE,2
2369,FALSE,0
2370,FALSE,1
2371,FALSE,0
2372,FALSE,0
2373,FALSE,2
2374,FALSE,1
2375,FALSE,1
2376,TRUE,4
2377,FALSE,1
2378,TRUE,4
2379,TRUE,4
2380,TRUE,4
2381,FALSE,1
2382,FALSE,1
2383,FALSE,1
2384,FALSE,2
2385,FALSE,0
2386,FALSE,2
2387,FALSE,1
2388,FALSE,0
2389,FALSE,1
2390,FALSE,0
2391,TRUE,4
2392,FALSE,0
2393,FALSE,0
2394,TRUE,4
2395,FALSE,3
2396,TRUE,4
2397,FALSE,1
2398,FALSE,1
2399,FALSE,0
2400,FALSE,1
2401,TRUE,4
2402,FALSE,2
2403,FALSE,0
2404,FALSE,1
2405,FALSE,1
2406,FALSE,3
2407,FALSE,2
2408,FALSE,2
2409,FALSE,0
2410,FALSE,1
2411,TRUE,4
2412,FALSE,0
2413,FALSE,1
2414,TRUE,4
2415,FALSE,1
2416,FALSE,1
2417,FALSE,0
2418,FALSE,0
2419,FALSE,3
2420,FALSE,0
2421,FALSE,1
2422,TRUE,4
2423,FALSE,1
2424,FALSE,0
2425,FALSE,3
2426,FALSE,2
2427,FALSE,1
2428,TRUE,4
2429,TRUE,4
2430,TRUE,4
2431,TRUE,4
2432,FALSE,1
2433,FALSE,1
2434,FALSE,2
2435,FALSE,0
2436,FALSE,2
2437,FALSE,2
2438,TRUE,4
2439,FALSE,1
2440,FALSE,0
2441,FALSE,2
2442,FALSE,2
2443,TRUE,4
2444,FALSE,1
2445,FALSE,1
2446,FALSE,2
2447,FALSE,1
2448,FALSE,0
2449,FALSE,2
2450,FALSE,1
2451,FALSE,2
2452,FALSE,2
2453,TRUE,4
2454,TRUE,4
2455,FALSE,2
2456,FALSE,2
2457,FALSE,0
2458,FALSE,2
2459,TRUE,4
2460,FALSE,1
2461,FALSE,3
2462,FALSE,0
2463,TRUE,4
2464,FALSE,1
2465,FALSE,2
2466,FALSE,2
2467,FALSE,2
2468,TRUE,4
2469,FALSE,2
2470,FALSE,0
2471,FALSE,1
2472,FALSE,0
2473,FALSE,0
2474,FALSE,2
2475,FALSE,1
2476,FALSE,1
2477,FALSE,2
2478,FALSE,1
2479,FALSE,2
2480,FALSE,3
2481,FALSE,1
2482,FALSE,3
2483,FALSE,0
2484,FALSE,2
2485,FALSE,1
2486,FALSE,0
2487,FALSE,1
2488,FALSE,1
2489,FALSE,1
2490,FALSE,2
2491,TRUE,4
2492,FALSE,0
2493,FALSE,0
2494,FALSE,1
2495,FALSE,0
2496,FALSE,1
2497,FALSE,1
2498,FALSE,2
2499,FALSE,1
2500,FALSE,1
2501,FALSE,2
2502,FALSE,0
2503,FALSE,1
2504,FALSE,0
2505,TRUE,4
2506,TRUE,4
2507,FALSE,2
2508,FALSE,1
2509,FALSE,1
2510,FALSE,1
2511,FALSE,2
2512,FALSE,1
2513,FALSE,1
2514,FALSE,2
2515,FALSE,0
2516,FALSE,1
2517,FALSE,1
2518,FALSE,0
2519,FALSE,2
2520,FALSE,1
2521,FALSE,2
2522,FALSE,2
2523,FALSE,1
2524,TRUE,4
2525,TRUE,4
2526,TRUE,4
2527,FALSE,3
2528,FALSE,0
2529,FALSE,1
2530,FALSE,1
2531,TRUE,4
2532,FALSE,0
2533,FALSE,3
2534,FALSE,1
2535,FALSE,1
2536,TRUE,4
2537,FALSE,1
2538,TRUE,4
2539,TRUE,4
2540,FALSE,1
2541,FALSE,0
2542,TRUE,4
2543,FALSE,3
2544,TRUE,4
2545,FALSE,1
2546,TRUE,4
2547,FALSE,2
2548,TRUE,4
2549,FALSE,1
2550,TRUE,4
2551,FALSE,2
2552,FALSE,1
2553,FALSE,4
2554,FALSE,0
2555,TRUE,4
2556,FALSE,1
2557,TRUE,4
2558,FALSE,1
2559,FALSE,0
2560,FALSE,0
2561,FALSE,1
2562,FALSE,0
2563,FALSE,1
2564,FALSE,1
2565,FALSE,0
2566,FALSE,0
2567,FALSE,0
2568,FALSE,1
2569,FALSE,0
2570,FALSE,1
2571,FALSE,1
2572,TRUE,4
2573,FALSE,0
2574,FALSE,2
2575,FALSE,1
2576,FALSE,1
2577,FALSE,0
2578,FALSE,0
2579,FALSE,1
2580,TRUE,4
2581,FALSE,4
2582,FALSE,0
2583,FALSE,0
2584,FALSE,4
2585,FALSE,1
2586,TRUE,4
2587,FALSE,3
2588,TRUE,4
2589,FALSE,1
2590,FALSE,2
2591,FALSE,0
2592,TRUE,4
2593,FALSE,0
2594,FALSE,2
2595,FALSE,3
2596,TRUE,4
2597,TRUE,4
2598,FALSE,0
2599,FALSE,2
2600,FALSE,1
2601,TRUE,4
2602,FALSE,2
2603,TRUE,4
2604,FALSE,2
2605,FALSE,1
2606,TRUE,4
2607,FALSE,1
2608,TRUE,3
2609,FALSE,1
2610,TRUE,4
2611,FALSE,1
2612,FALSE,1
2613,FALSE,0
2614,FALSE,0
2615,FALSE,2
2616,FALSE,0
2617,FALSE,0
2618,TRUE,4
2619,FALSE,2
2620,FALSE,0
2621,FALSE,0
2622,FALSE,1
2623,FALSE,0
2624,FALSE,1
2625,FALSE,1
2626,FALSE,1
2627,FALSE,2
2628,FALSE,3
2629,FALSE,2
2630,TRUE,4
2631,TRUE,4
2632,FALSE,2
2633,FALSE,1
2634,TRUE,4
2635,FALSE,1
2636,FALSE,1
2637,FALSE,2
2638,TRUE,4
2639,FALSE,2
2640,FALSE,0
2641,TRUE,4
2642,FALSE,3
2643,FALSE,0
2644,FALSE,1
2645,FALSE,1
2646,FALSE,3
2647,FALSE,3
2648,FALSE,0
2649,FALSE,1
2650,FALSE,1
2651,FALSE,2
2652,FALSE,2
2653,FALSE,1
2654,FALSE,2
2655,FALSE,1
2656,FALSE,2
2657,FALSE,1
2658,TRUE,4
2659,FALSE,0
2660,FALSE,2
2661,TRUE,4
2662,FALSE,1
2663,FALSE,0
2664,FALSE,3
2665,FALSE,2
2666,FALSE,3
2667,FALSE,0
2668,FALSE,2
2669,FALSE,2
2670,FALSE,1
2671,FALSE,3
2672,TRUE,4
2673,FALSE,0
2674,FALSE,1
2675,FALSE,1
2676,FALSE,0
2677,FALSE,2
2678,FALSE,2
2679,FALSE,1
2680,FALSE,3
2681,FALSE,1
2682,FALSE,1
2683,TRUE,4
2684,FALSE,3
2685,FALSE,1
2686,TRUE,4
2687,FALSE,1
2688,FALSE,1
2689,TRUE,4
2690,FALSE,2
2691,FALSE,0
2692,FALSE,0
2693,TRUE,4
2694,FALSE,1
2695,FALSE,1
2696,FALSE,1
2697,TRUE,4
2698,FALSE,0
2699,FALSE,1
2700,FALSE,0
2701,FALSE,1
2702,FALSE,0
2703,FALSE,1
2704,FALSE,3
2705,FALSE,3
2706,FALSE,1
2707,FALSE,2
2708,FALSE,0
2709,FALSE,0
2710,FALSE,3
2711,FALSE,3
2712,FALSE,1
2713,FALSE,1
2714,FALSE,0
2715,FALSE,0
2716,FALSE,3
2717,TRUE,4
2718,FALSE,2
2719,FALSE,1
2720,FALSE,1
2721,FALSE,1
2722,FALSE,2
2723,FALSE,1
2724,TRUE,4
2725,FALSE,1
2726,TRUE,4
2727,TRUE,4
2728,FALSE,2
2729,TRUE,4
2730,FALSE,2
2731,TRUE,4
2732,FALSE,2
2733,FALSE,1
2734,TRUE,4
2735,FALSE,2
2736,FALSE,0
2737,FALSE,1
2738,FALSE,1
2739,FALSE,1
2740,FALSE,2
2741,FALSE,0
2742,FALSE,4
2743,FALSE,0
2744,FALSE,2
2745,FALSE,0
2746,FALSE,1
2747,FALSE,2
2748,TRUE,4
2749,TRUE,4
2750,TRUE,4
2751,FALSE,3
2752,FALSE,2
2753,FALSE,1
2754,FALSE,1
2755,FALSE,0
2756,FALSE,1
2757,TRUE,4
2758,FALSE,0
2759,FALSE,2
2760,TRUE,4
2761,FALSE,0
2762,TRUE,4
2763,FALSE,3
2764,FALSE,1
2765,FALSE,1
2766,FALSE,2
2767,FALSE,3
2768,FALSE,0
2769,FALSE,1
2770,FALSE,1
2771,FALSE,0
2772,TRUE,4
2773,TRUE,4
2774,TRUE,4
2775,FALSE,2
2776,FALSE,0
2777,FALSE,2
2778,FALSE,0
2779,FALSE,1
2780,FALSE,0
2781,TRUE,4
2782,FALSE,1
2783,FALSE,0
2784,FALSE,1
2785,FALSE,3
2786,FALSE,0
2787,FALSE,1
2788,FALSE,1
2789,FALSE,1
2790,TRUE,4
2791,FALSE,1
2792,TRUE,4
2793,FALSE,1
2794,FALSE,3
2795,FALSE,2
2796,FALSE,2
2797,FALSE,0
2798,FALSE,1
2799,FALSE,1
2800,TRUE,4
2801,TRUE,4
2802,FALSE,1
2803,FALSE,0
2804,FALSE,1
2805,TRUE,4
2806,FALSE,2
2807,FALSE,1
2808,FALSE,0
2809,FALSE,2
2810,TRUE,4
2811,FALSE,3
2812,FALSE,1
2813,FALSE,3
2814,FALSE,2
2815,TRUE,4
2816,FALSE,0
2817,FALSE,1
2818,TRUE,4
2819,FALSE,0
2820,FALSE,1
2821,TRUE,4
2822,FALSE,1
2823,FALSE,2
2824,FALSE,1
2825,FALSE,0
2826,FALSE,1
2827,FALSE,0
2828,FALSE,1
2829,FALSE,1
2830,FALSE,1
2831,FALSE,0
2832,FALSE,1
2833,FALSE,2
2834,FALSE,0
2835,TRUE,4
2836,FALSE,2
2837,FALSE,2
2838,FALSE,0
2839,FALSE,0
2840,FALSE,3
2841,FALSE,2
2842,FALSE,1
2843,TRUE,4
2844,FALSE,1
2845,TRUE,4
2846,FALSE,2
2847,FALSE,1
2848,TRUE,4
2849,FALSE,4
2850,FALSE,1
2851,FALSE,2
2852,TRUE,4
2853,FALSE,2
2854,FALSE,1
2855,FALSE,0
2856,FALSE,0
2857,TRUE,4
2858,FALSE,1
2859,FALSE,1
2860,FALSE,1
2861,FALSE,0
2862,FALSE,0
2863,FALSE,0
2864,FALSE,1
2865,TRUE,4
2866,FALSE,1
2867,FALSE,1
2868,FALSE,2
2869,FALSE,0
2870,FALSE,0
2871,FALSE,1
2872,FALSE,0
2873,FALSE,1
2874,FALSE,1
2875,FALSE,0
2876,FALSE,0
2877,TRUE,4
2878,TRUE,4
2879,FALSE,0
2880,FALSE,1
2881,FALSE,3
2882,FALSE,2
2883,FALSE,3
2884,FALSE,2
2885,FALSE,1
2886,FALSE,1
2887,FALSE,1
2888,FALSE,2
2889,FALSE,0
2890,FALSE,1
2891,FALSE,3
2892,FALSE,3
2893,FALSE,1
2894,TRUE,4
2895,TRUE,4
